Home_Page,Movie_Name,Genres,Overview,Cast,Original_Language,Storyline,Production_Company,Release_Date,Tagline,Vote_Average,Vote_Count,Budget_USD,Revenue_$,Run_Time_Minutes,Release_Country
https://www.imdb.com/title/tt5177120/,The Ministry of Ungentlemanly Warfare,"['Action', 'Comedy', 'War']",The British military recruits a small group of highly skilled soldiers to strike against German forces behind enemy lines during World War II.,"['Henry Cavill', 'Alan Ritchson', 'Alex Pettyfer', 'Eiza González', 'Babs Olusanmokun', 'Cary Elwes', 'Hero Fiennes Tiffin', 'Henry Golding', 'Rory Kinnear', 'Til Schweiger', 'Freddie Fox', 'James Wilby', 'Henrique Zaga', 'Danny Sapani', 'Matthew Hawksley', 'Simon Paisley Day', 'Mark Oosterveen', 'Victor Oshin']",['English'],"Billed as a true story about a secret British World War II organization; the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.","['Black Bear', 'Jerry Bruckheimer Films', 'Lionsgate']",2024-04-19,Keep Calm and Cavill On.,6.8,129K,$60.0M,$29.7M,122,United States
https://www.imdb.com/title/tt22325774/,Supersex,"['Biography', 'Drama', 'History']","Siffredi's family, his origins, his relationship and the context that led him to embark on his path in pornography and accept that the demon in his body is compatible with love.","['Alessandro Borghi', 'Jasmine Trinca', 'Adriano Giannini', 'David Kammenos', 'Linda Hardy', 'Enrico Borello', 'Tania Garribba', 'Pietro Faiella', 'Giulio Greco', 'Jade Pedri', 'Gaia Messerklinger', 'Marco Fiore', 'Eva Cela', 'Vincenzo Nemolato', 'Francesco Pellegrino', 'Johann Dionnet', 'Mario Pirrello', 'Emanuele Bracone']",['Italian'],"Siffredi's family, his origins, his relationship and the context that led him to embark on his path in pornography and accept that the demon in his body is compatible with love.","['The Apartment', 'Groenlandia']",2024-03-06,Not_Found,6.2,4.6K,$0,$0,50,United States
https://www.imdb.com/title/tt11315808/,Joker: Folie à Deux,"['Drama', 'Musical', 'Thriller']","Struggling with his dual identity, failed comedian Arthur Fleck meets the love of his life, Harley Quinn, while incarcerated at Arkham State Hospital.","['Joaquin Phoenix', 'Lady Gaga', 'Brendan Gleeson', 'Catherine Keener', 'Zazie Beetz', 'Steve Coogan', 'Harry Lawtey', 'Leigh Gill', 'Ken Leung', 'Jacob Lofland', 'Bill Smitrovich', 'Sharon Washington', 'Alfred Rubin Thompson', 'Connor Storrie', 'Gregg Daniel', 'Mac Brandt', 'George Carroll', 'John Lacy']",['English'],"Arthur Fleck, now incarcerated at Arkham State Hospital, who encounters Harleen Quinzel, a fellow patient who becomes dangerously obsessed with his Joker persona. Their shared psychosis fuels a destructive and increasingly chaotic relationship, blurring the lines between reality and fantasy. The film delves deeper into Arthur's mental state, exploring the complexities of his condition and the enduring power of his iconic villainous persona. —Adrian Serpa","['Warner Bros.', 'Domain Entertainment (II)', 'Bron Creative']",2024-10-04,The world is a stage.,5.2,153K,$190.0M,$207.5M,138,United States
https://www.imdb.com/title/tt10128846/,Megalopolis,"['Drama', 'Fantasy', 'Sci-Fi']","The city of New Rome faces the duel between Cesar Catilina, a brilliant artist in favor of a Utopian future, and the greedy mayor Franklyn Cicero. Between them is Julia Cicero, with her loyalty divided between her father and her beloved.","['Adam Driver', 'Giancarlo Esposito', 'Nathalie Emmanuel', 'Aubrey Plaza', 'Shia LaBeouf', 'Jon Voight', 'Laurence Fishburne', 'Talia Shire', 'Jason Schwartzman', 'Kathryn Hunter', 'Grace VanderWaal', 'Chloe Fineman', 'James Remar', 'D.B. Sweeney', 'Isabelle Kusman', 'Bailey Coppola', 'Madeleine Gardella', 'Balthazar Getty']","['English', 'Latin', 'Spanish', 'German']","Cesar Catalina is head of the Development Authority of New Rome. A master architect and city planner, he has a grand, Utopian vision for New Rome - Megalopolis. However, his vision and methods see him fall foul of the city's major, Frank Cicero, resulting in a bitter feud between the two. The major is not the only person Catalina needs to worry about: seeing an opportunity, Catalina's cousin undermines him at every turn in his own bid for power. —grantss","['American Zoetrope', 'Caesar Film']",2024-09-27,"If you can't see a better future, build one.",4.7,33K,$120.0M,$14.3M,138,United States
https://www.imdb.com/title/tt11514868/,The Perfect Couple,"['Crime', 'Drama', 'Mystery']",When one lavish wedding ends in disaster before it can even begin--with a body discovered in Nantucket Harbor just hours before the ceremony--everyone in the wedding party is suddenly a suspect.,"['Nicole Kidman', 'Liev Schreiber', 'Eve Hewson', 'Billy Howle', 'Meghann Fahy', 'Donna Lynne Champlin', 'Jack Reynor', 'Michael Beach', 'Ishaan Khatter', 'Sam Nivola', 'Mia Isaac', 'Dakota Fanning', 'Irina Dubova', 'Nick Searcy', 'Isabelle Adjani', 'Dendrie Taylor', 'Michael McGrady', 'Tim Bagley']",['English'],"It's Nantucket wedding season, also known as summer; the sight of a bride racing down Main Street is as common as the sun setting at Madaket Beach. The Sacks-Winbury wedding promises to be an event to remember: the groom's wealthy parents have spared no expense to host a lavish ceremony at their oceanfront estate. But it will be memorable for all the wrong reasons after tragedy strikes: a body is discovered in Nantucket Harbor just hours before the ceremony--and everyone in the wedding party is suddenly a suspect. As the Chief of Police interviews the bride, the groom, the groom's famous mystery-novelist mother, and even a member of his own family, he discovers that every wedding is a minefield--and no couple is perfect.","['21 Laps Entertainment', 'Blossom Films', 'The Jackal Group']",2024-09-05,A life to kill for.,6.5,60K,$0,$0,60,United States
https://www.imdb.com/title/tt27196021/,Small Things Like These,"['Drama', 'History']",In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,"['Cillian Murphy', 'Eileen Walsh', 'Emily Watson', 'Clare Dunne', 'Patrick Ryan', 'Peter Claffey', ""Ian O'Reilly"", 'Helen Behan', 'Zara Devlin', 'Sarah Morris', ""Cillian O'Gairbhi"", 'Tadhg Moloney', 'Liadan Dunlea', 'Giulia Doherty', 'Rachel Lynch', 'Aoife Gaffney', 'Faye Brazil', ""Agnes O'Casey""]",['English'],In 1985 devoted father Bill Furlong discovers disturbing secrets kept by the local convent and uncovers shocking truths of his own.,"['Artists Equity', 'Fís Éireann / Screen Ireland', 'Big Things Films']",2024-11-08,Not_Found,6.8,18K,$0,$10.8M,98,United States
https://www.imdb.com/title/tt23853982/,Parthenope,"['Drama', 'Fantasy']",Parthenope is a woman who bears the name of her city. Is she a siren or a myth?,"['Dario Aita', 'Antonino Annina', 'Margherita Aresti', 'Martina Attanasio', 'Francesca Romana Bergamo', 'Liliana Bottone', 'Maria Rosaria Bozzon', 'Luigi Bruno', 'Giovanni Buselli', 'Paola Calliari', 'Ciro Capano', 'Simona Capozzi', 'Marisa Carluccio', 'Mariacarla Casillo', 'Irene Ciavalini', 'Riccardo Coppola', 'Antinea Curatolo', 'Celeste Dalla Porta']","['Italian', 'Neapolitan', 'English']",Parthenope is a woman who bears the name of her city. Is she a siren or a myth?,"['The Apartment', 'Pathé', 'Numero 10']",2024-10-24,Not_Found,6.8,5.9K,$28.7M,$10.0M,136,Italy
https://www.imdb.com/title/tt9892936/,One Hundred Years of Solitude,"['Drama', 'Fantasy', 'History']","In the timeless town of Macondo, seven generations of the Buendía family navigate love, oblivion and the inescapability of their past and their fate.","['Viña Machado', 'Jesus Reyes', 'Claudio Cataño', 'Diego Vásquez', 'Marleyda Soto', 'Loren Sofía', 'Janer Villareal', 'Akima', 'Dairis Van Grieken', 'Rubén Alberto Prado Restrepo', 'Rashed Estefenn', 'Enrique Poveda', 'Luis Fernando Gil', 'Ángela Duarte', 'Cecilia Ramírez', 'Leonardo Aldana De Hoyos', 'Marco Antonio González Ospina', 'Moreno Borja']",['Spanish'],"Married against their parents' wishes, cousins José Arcadio Buendía and Úrsula Iguarán leave their village behind and embark on a long journey in search of a new home. Accompanied by friends and adventurers, their journey culminates with the founding of a utopian town on the banks of a river of prehistoric stones that they baptize Macondo. Several generations of the Buendía lineage will mark the future of this mythical town, tormented by madness, impossible loves, a bloody and absurd war, and the fear of a terrible curse that condemns them, without hope, to one hundred years of solitude.",['Dynamo'],2024-12-11,Not_Found,8.4,14K,$0,$0,60,United States
https://www.imdb.com/title/tt17677860/,Presumed Innocent,"['Crime', 'Drama', 'Mystery']",A horrific murder upends the Chicago Prosecuting Attorney's' office when one of its own is suspected of the crime.,"['Jake Gyllenhaal', 'Ruth Negga', 'Bill Camp', 'O-T Fagbenle', 'Chase Infiniti', 'Renate Reinsve', 'Peter Sarsgaard', 'Kingston Rumi Southwick', 'Tate Birchmore', 'Elizabeth Marvel', 'Nana Mensah', 'Noma Dumezweni', 'Gabby Beans', 'Virginia Kull', 'Matthew Alan', 'Roberta Bassin', 'James Hiroyuki Liao', 'Lily Rabe']",['English'],"Inspired by Scott Turow's beloved courtroom thriller, Presumed Innocent is the story of a horrific murder that upends the Chicago Prosecuting Attorneys' office when one of its own is suspected of the crime. Multi-Emmy Award winner Kelley reimagines Presumed Innocent, exploring obsession, sex, politics, and the power and limits of love, as the accused fights to hold his family and marriage together. —brianfabulous","['Apple Studios', 'Bad Robot', 'David E. Kelley Productions']",2024-06-12,Not_Found,7.7,75K,$0,$0,Unknown,United States
https://www.imdb.com/title/tt26676489/,The Madness,"['Crime', 'Drama', 'Thriller']",Media pundit Muncie Daniels must fight for his innocence and his life after he stumbles upon a murder deep in the Poconos.,"['Colman Domingo', 'Marsha Stephanie Blake', 'John Ortiz', 'Tamsin Topolski', 'Thaddeus J. Mixson', 'Gabrielle Graham', 'Deon Cole', 'Ennis Esmer', 'Hudson Wurster', 'Lochlan Miller', 'Stephen McKinley Henderson', 'Alison Wright', 'Eugene Clark', 'Rothaford Gray', 'Chris Henry Coffey', 'Neal Huff', 'Lanette Ware', 'Kimberly-Sue Murray']",['English'],Media pundit Muncie Daniels must fight for his innocence and his life after he stumbles upon a murder deep in the Poconos.,"['Canadian Film or Video Production Tax Credit (CPTC)', 'Chernin Entertainment', 'Ontario Creates']",2024-11-28,You can't escape.,6.4,15K,$0,$0,50,United States
https://www.imdb.com/title/tt19861162/,The Return,"['Adventure', 'Drama', 'History']","After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.","['Charlie Plummer', 'Marwan Kenzari', 'Claudio Santamaria', 'Ángela Molina', 'Juliette Binoche', 'Ralph Fiennes', 'Roberto Serpi', 'Chris Corrigan', 'Maxim Gallozzi', 'Wael Habib', 'Paolo de Candia', 'Francesco Dwight Bianchi', 'Jamie Andrew Cutler', 'Cosimo Desii', 'Alberto Boubakar Malanchino', 'Nicholas Retrivi', 'Fabius De Vivo', 'Ayman Al Aboud']",['English'],"After 20 years Odysseus finally returns to Ithaca, where he finds his wife held prisoner by suitors vying to be king and his son facing death at their hands. To win back his family and all he has lost, Odysseus must rediscover his strength.","['Heretic', 'Ithaca Films', 'Kabo Films']",2024-12-06,Some legends are more than myths.,6.2,6.6K,$0,$1.8M,116,United States
https://www.imdb.com/title/tt11794812/,Cross,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']","Series adaptation of James Patterson novels about the complicated and brilliant detective, Alex Cross.","['Aldis Hodge', 'Isaiah Mustafa', 'Juanita Jennings', 'Alona Tal', 'Samantha Walkes', 'Caleb Elijah', 'Melody Hurd', 'Jennifer Wigmore', 'Eloise Mumford', 'Ryan Eggold', 'Stacie Greenwell', 'Johnny Ray Gill', 'Mercedes de la Zerda', 'Sharon Taylor', 'Dwain Murphy', 'Karen Robinson', 'Matt Baram', 'Siobhan Murphy']",['English'],"Series adaptation of James Patterson novels about the complicated and brilliant detective, Alex Cross.","['Blue Monday Productions', 'Skydance Television', 'Paramount Television Studios']",2024-11-14,Not_Found,7.2,24K,$0,$0,60,United States
https://www.imdb.com/title/tt30796986/,NCIS: Origins,"['Crime', 'Drama']",Follows a young Leroy Jethro Gibbs as he starts his career as part of the Naval Investigative Service operating out of Camp Pendleton.,"['Austin Stowell', 'Kyle Schmid', 'Mariel Molino', 'Tyla Abercrumbie', 'Diany Rodriguez', 'Caleb Foote', 'Patrick Fischler', 'Mark Harmon', 'Bobby Moynihan', 'Tonantzin Carmelo', 'Julian Black Antelope', 'Marisa Baram', 'Michael Harney', 'Daniel Bellomy', 'Ely Henry', 'Aaron Wilton', 'Eric Normington', 'Matthew Henerson']",['English'],Follows a young Leroy Jethro Gibbs as he starts his career as part of the Naval Investigative Service operating out of Camp Pendleton.,"['Ceci Bear Productions', 'J. bird', 'Wings Productions']",2024-10-14,The story Gibbs never told.,7.3,2.8K,$0,$0,43,United States
https://www.imdb.com/title/tt32178949/,The Seed of the Sacred Fig,"['Crime', 'Drama', 'Thriller']","Investigating judge Iman grapples with paranoia amid political unrest in Tehran. When his gun vanishes, he suspects his wife and daughters, imposing draconian measures that strain family ties as societal rules crumble.","['Soheila Golestani', 'Missagh Zareh', 'Setareh Maleki', 'Mahsa Rostami', 'Niousha Akhshi', 'Reza Akhlaghirad', 'Shiva Ordooie', 'Amineh Mazrouie Arani', 'Mohammad Kamal Alavi', 'Parisa Mohyedini', 'Barat Azimi']",['Persian'],"Investigating judge Iman grapples with paranoia amid political unrest in Tehran. When his gun vanishes, he suspects his wife and daughters, imposing draconian measures that strain family ties as societal rules crumble.","['Run Way Pictures', 'Parallel45', 'Arte France Cinéma']",2025-02-18,Not_Found,7.6,9K,$0,$5.7M,167,United States
https://www.imdb.com/title/tt22408160/,Kinds of Kindness,"['Comedy', 'Drama', 'Horror']","A man seeks to break free from his predetermined path, a cop questions his wife's demeanor after her return from a supposed drowning, and a woman searches for an extraordinary individual prophesied to become a renowned spiritual guide.","['Emma Stone', 'Jesse Plemons', 'Willem Dafoe', 'Margaret Qualley', 'Yorgos Stefanakos', 'Fadeke Adeola', 'Hong Chau', 'Tessa Bourgeois', 'Kencil Mejia', 'Mamoudou Athie', 'Joe Alwyn', 'Thaddeus Burbank', 'Suzanne Stone', 'Jerskin Fendrix', 'Nikki Chamberlin', 'Christian M. Letellier', 'Lawrence Johnson', 'Lindsey G. Smith']",['English'],"KINDS OF KINDNESS is a triptych fable, following a man without choice who tries to take control of his own life; a policeman who is alarmed that his wife who was missing-at-sea has returned and seems a different person; and a woman determined to find a specific someone with a special ability, who is destined to become a prodigious spiritual leader. —Searchlight Pictures","['Searchlight Pictures', 'Film4', 'TSG Entertainment']",2024-06-28,Everybody's looking for something,6.5,56K,$15.0M,$16.4M,164,United States
https://www.imdb.com/title/tt4978420/,Borderlands,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']","An infamous bounty hunter returns to her childhood home, the chaotic planet Pandora, and forms an unlikely alliance with a team of misfits to find the missing daughter of the most powerful man in the universe.","['Cate Blanchett', 'Kevin Hart', 'Edgar Ramírez', 'Jamie Lee Curtis', 'Ariana Greenblatt', 'Florian Munteanu', 'Janina Gavankar', 'Jack Black', 'Benjamin Byron Davis', 'Olivier Richters', 'Gina Gershon', 'Ryann Redmond', 'Bobby Lee', 'Sophie Popper', 'Haley Bennett', 'Riana Emma Balla', 'Steven Boyer', 'Sámuel Siffel']",['English'],"Lilith (Blanchett), an infamous bounty hunter with a mysterious past, reluctantly returns to her home, Pandora, the most chaotic planet in the galaxy. Her mission is to find the missing daughter of Atlas (Ramírez), the universe's most powerful S.O.B. Lilith forms an unexpected alliance with a ragtag team of misfits - Roland (Hart), a seasoned mercenary on a mission; Tiny Tina (Greenblatt), a feral preteen demolitionist; Krieg (Munteanu), Tina's musclebound protector; Tannis (Curtis), the oddball scientist who's seen it all; and Claptrap (Black), a wiseass robot. Together, these unlikely heroes must battle an alien species and dangerous bandits to uncover one of Pandora's most explosive secrets. The fate of the universe could be in their hands - but they'll be fighting for something more: each other. —Lionsgate","['Lionsgate', 'Arad Productions', 'Picturestart']",2024-08-09,Chaos loves company.,4.6,41K,$115.0M,$33.0M,101,United States
https://www.imdb.com/title/tt28070202/,Queen of the Ring,"['Biography', 'Drama', 'Sport']","In a time when pro wrestling for women was illegal all over the United States, a small town single mother embraces the danger as she dominates America's most masculine sport and becomes the first million dollar female athlete in history.","['Emily Bett Rickards', 'Josh Lucas', 'Tyler Posey', 'Walton Goggins', 'Francesca Eastwood', 'Marie Avgeropoulos', 'Kailey Farmer', 'Cara Buono', 'Gavin Casalegno', 'Adam Demos', 'Deborah Ann Woll', 'Kelli Berglund', 'Damaris Lewis', 'Martin Kove', 'James E. Cornette', 'Dean Hill', 'Jett Jansen', 'Angela Bell']",['English'],"In a time when pro wrestling for women was illegal all over the United States, a small town single mother embraces the danger as she dominates America's most masculine sport and becomes the first million dollar female athlete in history.","['Intrinsic Value Films', 'SUMERIAN']",2025-03-07,How far would you go for a dream?,7.4,144,$0,$0,130,United States
https://www.imdb.com/title/tt29137778/,Homestead,"['Action', 'Drama', 'Thriller']","Amid chaos, ex-Green Beret joins prepper compound; love grows, truths arise, and a community unites.","['Dawn Olivieri', 'Susan Misner', 'Neal McDonough', 'Bailey Chase', 'Kevin Lawson', 'Currie Graham', 'Jesse Hutch', 'Olivia Sanabia', 'Kearran Giovanni', 'Tyler Lofton', 'Grace Powell', 'Ariel Llinas', 'Alireza Mirmontazeri', 'Jarret LeMaster', 'Colby Strong', 'Lincoln Hoppe', 'Emmanuel McCord', 'Ivey Lloyd Mitchell']",['English'],"A nuclear bomb is detonated in Los Angeles, and the nation devolves into unprecedented chaos. Ex-Green Beret Jeff Eriksson and his family escape to The Homestead, an eccentric prepper's fortress nestled in the mountains. As violent threats and apocalyptic conditions creep toward their borders, the residents of The Homestead are left to wonder: how long can a group of people resist both the dangers of human nature and the bloodshed at their doorstep?","['2521 Entertainment', 'Black Autumn Show', 'Radiate Films']",2024-12-20,Not_Found,5.5,2.8K,$5.0M,$20.8M,112,United States
https://www.imdb.com/title/tt27911000/,Terrifier 3,['Horror'],Art the Clown is set to unleash chaos on the unsuspecting residents of Miles County as they peacefully drift off to sleep on Christmas Eve.,"['Lauren LaVera', 'David Howard Thornton', 'Antonella Rose', 'Elliott Fullam', 'Samantha Scaffidi', 'Margaret Anne Florence', 'Bryce Johnson', 'Alexa Blair Robertson', 'Mason Mecartea', 'Krsy Fox', 'Luciana VanDette', 'Clint Howard', 'Bradley Stryker', 'Daniel Roebuck', 'Chris Jericho', 'Tom Savini', 'Jason Patric', 'Alex Ross']",['English'],"Five years after surviving Art the Clown's Halloween massacre, Sienna and Jonathan are still struggling to rebuild their shattered lives. As the holiday season approaches, they try to embrace the Christmas spirit and leave the horrors of the past behind. But just when they think they're safe, Art returns, determined to turn their holiday cheer into a new nightmare. The festive season quickly unravels as Art unleashes his twisted brand of terror, proving that no holiday is safe.","['Dark Age Cinema', 'Bloody Disgusting', 'Fuzz on the Lens Productions']",2024-10-11,Terror under the Christmas moonlight.,6.3,45K,$2.0M,$90.0M,125,United States
https://www.imdb.com/title/tt30217403/,Dandadan,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']","When Momo and Okarun's beliefs clash, they're thrown into a world of ghosts, aliens and awakened powers.","['Shion Wakayama', 'Natsuki Hanae', 'Abby Trott', 'A.J. Beckles', 'Azucena Estrada', 'José Luis Piedra', 'Mayumi Tanaka', 'Barbara Goodson', 'Nana Mizuki', 'Kari Wahlgren', 'Ayane Sakura', 'Lisa Reimold', 'Kaori Maeda', 'Sarah Anne Williams', 'Miyu Tomita', 'Anairis Quinones', 'Brittany Lauda', 'Kaito Ishikawa']","['Japanese', 'English']","When Momo and Okarun's beliefs clash, they're thrown into a world of ghosts, aliens and awakened powers.","['Science SARU', 'Aniplex', 'Dentsu']",2024-09-13,Not_Found,8.5,26K,$0,$0,24,United States
https://www.imdb.com/title/tt22022452/,Inside Out 2,"['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']","A sequel that features Riley entering puberty and experiencing brand new, more complex emotions as a result. As Riley tries to adapt to her teenage years, her old emotions try to adapt to the possibility of being replaced.","['Amy Poehler', 'Maya Hawke', 'Kensington Tallman', 'Liza Lapira', 'Tony Hale', 'Lewis Black', 'Phyllis Smith', 'Ayo Edebiri', 'Lilimar', 'Grace Lu', 'Sumayyah Nuriddin-Green', 'Adèle Exarchopoulos', 'Diane Lane', 'Kyle MacLachlan', 'Paul Walter Hauser', 'Yvette Nicole Brown', 'Ron Funches', 'James Austin Johnson']","['English', 'French', 'Spanish']","Teenager Riley's mind headquarters is undergoing a sudden demolition to make room for something entirely unexpected: new Emotions. Joy, Sadness, Anger, Fear and Disgust, who've long been running a successful operation by all accounts, aren't sure how to feel when Anxiety shows up. And it looks like she's not alone. —olisilumea","['Walt Disney Pictures', 'Pixar Animation Studios', 'Hurwitz Creative']",2024-06-14,Big changes. New emotions.,7.5,205K,$200.0M,$1.7B,96,United States
https://www.imdb.com/title/tt26753003/,Trap,"['Crime', 'Horror', 'Mystery', 'Thriller']",A father and his teen daughter attend a pop concert only to realize they've entered the center of a dark and sinister event.,"['Josh Hartnett', 'Ariel Donoghue', 'Saleka Shyamalan', 'Alison Pill', 'Hayley Mills', 'Jonathan Langdon', 'Mark Bacolcol', 'Marnie McPhail', 'Kid Cudi', 'Russ', 'Marcia Bennett', 'Vanessa Smythe', 'M. Night Shyamalan', 'Lochlan Miller', 'Steve Boyle', ""David D'Lancy Wilson"", 'James Gomez', 'Nadine Hyatt']",['English'],"In M. Night Shyamalan's latest outing, everyone in a large city is in a frenzy. Why? That's because they're up and ready to watch a concert performed by famous pop star Lady Raven. Two of her fans, a man named Cooper and his daughter Riley, attend the concert with high spirits, but things slowly begin to change their tune. Amongst the screams of adoration and sounds of applause, the concert itself has a hidden identity: a front to fish out an infamous serial killer known as The Butcher. With security cameras rigged, armies of policemen with weapons at the ready, and police vehicles surrounding the venue, will anyone survive their concert experience or is there more to The Butcher than meets the eye? —Affan Jamsari","['Blinding Edge Pictures', 'The Government of Canada Income Tax Credit Program']",2024-08-02,A new M. Night Shyamalan experience.,5.9,125K,$30.0M,$83.7M,105,United States
https://www.imdb.com/title/tt27489557/,Abigail,"['Horror', 'Thriller']","After a group of criminals kidnap the ballerina daughter of a powerful underworld figure, they retreat to an isolated mansion, unaware that they're locked inside with no normal little girl.","['Melissa Barrera', 'Dan Stevens', 'Alisha Weir', 'William Catlett', 'Kathryn Newton', 'Kevin Durand', 'Angus Cloud', 'Giancarlo Esposito', 'Matthew Goode', 'Mahmoud Aldahchan']",['English'],"After a group of would-be criminals kidnap the 12-year-old ballerina daughter of a powerful underworld figure, all they have to do to collect a $50 million ransom is watch the girl overnight. In an isolated mansion, the captors start to dwindle, one by one, and they discover, to their mounting horror, that they're locked inside with no normal little girl. —Abigail movie","['Project X Entertainment', 'Québec Production Services Tax Credit', 'Radio Silence Productions']",2024-04-19,Children can be such monsters.,6.6,91K,$28.0M,$42.8M,109,United States
https://www.imdb.com/title/tt17163970/,Wallace & Gromit: Vengeance Most Fowl,"['Animation', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",Top dog Gromit springs into action to save his master when Wallace's high-tech invention goes rogue and he is framed for a series of suspicious crimes.,"['Ben Whitehead', 'Peter Kay', 'Lauren Patel', 'Reece Shearsmith', 'Diane Morgan', 'Adjoa Andoh', 'Muzz Khan', 'Lenny Henry', 'Victoria Elliott', 'John Sparkes', 'Jon Glover', 'Maya Sondhi', 'Bethan Mary-James', 'Tom Doggart', 'Richard Beek', 'Merlin Crossingham', 'David Holt', 'Lizzie Waterworth']",['English'],"Gromit's concern that Wallace has become over-dependent on his inventions proves justified, when Wallace invents a ""smart gnome"" that seems to develop a mind of its own. As events spiral out of control, it falls to Gromit to put aside his qualms and battle sinister forces - or Wallace may never be able to invent again.","['Aardman Animations', 'BBC']",2025-01-03,"New Friends, Old Enemies.",7.6,29K,$0,$191.5K,82,United States
https://www.imdb.com/title/tt14824600/,The Lord of the Rings: The War of the Rohirrim,"['Animation', 'Action', 'Adventure', 'Drama', 'Fantasy']","A sudden attack by Wulf, a clever and traitorous lord of Rohan seeking vengeance for the death of his father, forces Helm Hammerhand, the King of Rohan, and his people to make a daring last stand in the ancient stronghold of the Hornburg.","['Brian Cox', 'Gaia Wise', 'Miranda Otto', 'Luca Pasqualino', 'Lorraine Ashbourne', 'Shaun Dooley', 'Benjamin Wainwright', 'Yazdan Qafouri', 'Laurence Ubong Williams', 'Michael Wildman', 'Janine Duvitski', 'Bilal Hasna', 'Jude Akuwudike', 'Billy Boyd', 'Dominic Monaghan', 'Alex Jordan', 'Bea Dooley', 'Elijah Tamati']",['English'],"Set 183 years before the events chronicled in the original trilogy of films, it tells the fate of the House of Helm Hammerhand, the legendary King of Rohan. A sudden attack by Wulf, a clever and ruthless lord of Rohan, with dubious ancestry, having many ties to Dunland, he seeks vengeance for the death of his father, forces Helm and his people to make a daring last stand in the ancient stronghold of the Hornburg-a mighty fortress that will later come to be known as Helm's Deep. Finding herself in an increasingly desperate situation, Héra, the daughter of Helm, must summon the will to lead the resistance against a deadly enemy intent on their total destruction. —Warner Bros. Pictures","['New Line Cinema', 'Warner Bros. Animation', 'WingNut Films']",2024-12-13,History becomes legend.,6.3,23K,$30.0M,$20.5M,134,United States
https://www.imdb.com/title/tt15314262/,The Beekeeper,"['Action', 'Crime', 'Thriller']","A kind-hearted landlady commits suicide after falling victim to a phishing scam, leading former ""Beekeeper"" operative Adam Clay to set out on a brutal campaign for revenge upon those responsible.","['Jason Statham', 'Emmy Raver-Lampman', 'Bobby Naderi', 'Josh Hutcherson', 'Jeremy Irons', 'David Witts', 'Michael Epp', 'Taylor James', 'Phylicia Rashad', 'Jemma Redgrave', 'Minnie Driver', 'Don Gilet', 'Sophia Feliciano', 'Enzo Cilenti', 'Megan Le', 'Dan Li', 'Georgia Goodman', 'Derek Siow']","['English', 'Japanese']","Adam Clay is a beekeeper, but someone very important to him is scammed and driven to harm. However, what these power and money hungry scammers don't know, is that Clay is an agent in a classified program called Beekeepers, and they underestimate how much of a threat he is. Adam sets out on a quest of vengeance, where he hunts and kills those responsible for the incident.","['Miramax', 'Cedar Park Entertainment', 'Punch Palace Productions']",2024-01-12,Expose the corruption. Protect the hive.,6.3,150K,$40.0M,$152.7M,105,United States
https://www.imdb.com/title/tt4919268/,Bad Boys: Ride or Die,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']","When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.","['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Paola Núñez', 'Eric Dane', 'Ioan Gruffudd', 'Jacob Scipio', 'Melanie Liburd', 'Tasha Smith', 'Rhea Seehorn', 'Tiffany Haddish', 'Joe Pantoliano', 'DJ Khaled', 'John Salley', 'Bianca Bethune', 'Dennis Greene', 'Quinn Hemphill']",['English'],"When their late police captain gets linked to drug cartels, wisecracking Miami cops Mike Lowrey and Marcus Burnett embark on a dangerous mission to clear his name.","['Columbia Pictures', '2.0 Entertainment', 'Don Simpson/Jerry Bruckheimer Films']",2024-06-07,On the run: Bad Boys-style.,6.5,95K,$100.0M,$404.6M,115,United States
